URL	Email	Billing	SSN	Ads	Location	Children	Law	Change	Choice	Aggregation
https://www.census.gov/about/policies/privacy.html	2	2	2	2	2	3	1	2	1	2
https://www.fiscal.treasury.gov/privacy.html	2	2	3	2	3	3	1	1	2	2
https://www.transportation.gov/dot-website-privacy-policy	2	3	3	2	3	3	2	2	1	2
https://www.uscp.gov/privacy	2	3	3	2	3	2	2	2	1	2
http://www.visitthecapitol.gov/privacy-statement	2	3	3	2	3	3	1	1	1	2
https://www2.ed.gov/notices/privacy/index.html	2	3	3	3	3	2	1	2	1	2
https://www.fda.gov/about-fda/about-website/website-policies	2	3	3	2	3	2	2	1	1	2
https://www.fns.usda.gov/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://www.cdc.gov/Other/policies.html	2	3	3	2	3	3	1	2	1	2
https://www.cms.gov/privacy/	2	3	3	2	3	3	2	2	3	2
https://www.centcom.mil/Home/Privacy-and-Security/	2	3	3	3	3	3	1	1	3	2
https://www.cia.gov/about-cia/privacy-and-civil-liberties	2	3	3	2	3	2	2	2	1	2
https://www.csb.gov/privacy-policy/	2	3	3	2	3	2	1	1	1	2
https://www.cao.gov/Privacy_Security	2	3	3	2	3	2	1	1	1	2
https://www.gsa.gov/website-information/privacy-and-security-notice	2	3	3	2	3	3	1	1	1	2
https://www.opm.gov/information-management/privacy-policy/#url=Web-Privacy-Notice	2	3	3	2	3	2	1	2	1	2
https://www.cio.gov/privacy-statement/	2	3	3	2	3	3	1	2	1	2
https://www.uscis.gov/website-policies/privacy-and-legal-disclaimers	2	3	3	2	3	2	1	1	2	2
https://www.hhs.gov/privacy.html	2	3	3	2	3	3	1	2	1	2
https://www.uscg.mil/Disclaim/	2	3	3	2	3	3	1	1	1	2
https://www.commerce.gov/about/policies/privacy	2	3	3	2	3	2	1	1	2	2
https://www.usccr.gov/privacy.php	2	3	3	2	3	3	2	1	1	2
https://www.uscirf.gov/about-uscirf/privacy-and-copyright-policy	2	2	3	2	3	2	1	1	1	2
https://www.csce.gov/privacy-statement	2	3	3	2	3	3	1	1	1	2
https://www.trade.gov/privacy.asp	2	3	3	2	3	3	1	1	1	2
https://home.treasury.gov/subfooter/privacy-policy	2	3	3	2	3	3	2	2	1	2
https://www.cftc.gov/Transparency/PrivacyOffice/WebSitePrivacyPolicy/index.htm	2	3	3	2	3	2	2	2	1	2
https://www.hud.gov/privacy_policy	2	3	3	2	3	3	1	2	1	2
https://www.ocwr.gov/privacy-statement	2	3	3	2	3	3	2	2	1	2
https://www.occ.gov/about/policies/web-privacy-policy.html	2	3	3	2	3	3	1	2	1	2
https://www.dhs.gov/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.house.gov/privacy-policy	2	3	3	2	3	2	1	2	1	2
https://www.senate.gov/general/privacy.htm	2	3	3	3	3	3	1	1	1	2
https://www.cbo.gov/about/privacy	2	3	3	2	3	3	1	1	1	2
https://www.cpsc.gov/About-CPSC/Policies-Statements-and-Directives/Privacy-Policy	2	3	3	2	3	3	1	1	2	2
https://www.copyright.gov/about/privacy-policy.html	2	3	3	2	3	2	1	2	1	2
https://www.whitehouse.gov/privacy-policy/	2	3	3	2	3	3	2	2	1	2
https://www.armfor.uscourts.gov/newcaaf/privacy.htm	2	3	3	3	3	3	1	1	1	2
https://www.cit.uscourts.gov/privacy-policy/	2	3	3	2	3	3	1	1	1	2
https://www.csosa.gov/privacy-policy/	2	3	3	2	3	3	1	1	1	2
https://www.cbp.gov/site-policy-notices/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://www.dfas.mil/foia.html	2	3	3	3	3	3	1	1	1	2
https://www.dau.edu/about/p/notices-and-disclaimers	2	3	3	3	3	3	1	1	1	2
https://www.darpa.mil/policy/privacy-policy	2	3	3	2	3	3	2	1	2	2
https://www.commissaries.com/our-agency/privacy-civil-liberties-and-accessibility	2	2	3	2	3	3	2	2	1	2
https://www.dcaa.mil/Home/Privacy	2	3	3	2	3	2	2	2	1	2
https://www.dcma.mil/Privacy-Notice/	2	3	3	2	3	2	1	2	1	2
https://dpcld.defense.gov/Privacy.aspx	2	2	3	2	3	3	1	2	1	2
https://www.disa.mil/About/Legal-and-Regulatory/Security-and-Privacy	2	3	3	2	3	2	1	1	1	2
https://www.defense.gov/Legal-Administrative/Privacy-Security/	2	3	3	2	3	3	1	1	1	2
https://www.dnfsb.gov/privacy	2	3	3	2	3	3	2	2	1	2
https://www.dsca.mil/privacy-and-security	2	3	3	3	3	2	2	1	1	2
https://www.dss.mil/security/	2	3	3	3	3	2	1	1	1	2
https://www.dtra.mil/DTRA-Mission/Reference-Documents/FOIA/	2	3	3	2	3	3	2	2	1	2
https://www.nj.gov/nj/privacy.html	2	2	3	2	3	3	2	2	1	2
https://dra.gov/accountability/privacy-policy/	2	3	3	2	3	3	1	1	1	2
https://www.denali.gov/privacy-statement/	2	2	2	2	2	3	1	2	1	2
https://www2.ed.gov/notices/privacy/index.html?src=ft	2	3	3	3	3	2	1	2	1	2
https://www.energy.gov/about-us/web-policies/privacy	2	3	3	2	3	3	2	2	1	2
https://www.va.gov/privacy-policy/	2	2	3	2	3	2	1	1	1	2
https://www.dni.gov/index.php/privacy-policy#website	2	3	3	2	3	2	1	2	1	2
https://www.ndu.edu/Academics/CollegesCenters/TheEisenhowerSchool.aspx	2	3	3	2	3	3	1	2	2	2
https://www.eda.gov/privacy/policy/	2	3	3	2	3	3	1	1	2	2
https://www.ers.usda.gov/privacy/	2	3	3	2	3	3	1	2	1	2
https://www.eac.gov/privacy-statement/	2	3	3	2	3	2	1	1	1	2
https://www.fws.gov/help/policies.html	2	3	3	2	3	3	1	1	1	2
https://www.eia.gov/about/privacy_security_policy.php	2	3	3	2	3	3	2	1	1	2
https://www.energystar.gov/privacy_and_security_notice?s=footer	2	3	3	3	3	3	1	1	1	2
https://www.epa.gov/privacy/privacy-and-security-notice	2	3	3	2	3	3	1	2	1	2
https://www.eeoc.gov/eeoc/privacy/index.cfm	2	3	3	2	3	2	2	2	2	2
https://www.exim.gov/privacy-and-security-policy	2	3	3	2	3	2	1	1	1	2
https://www.fanniemae.com/portal/privacy-statement.html	2	2	3	2	3	1	2	2	2	2
https://www.fca.gov/required-notices/privacy-program	2	3	3	2	2	2	2	2	1	2
https://www.fsa.usda.gov/help/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.faa.gov/privacy/	2	3	3	2	3	3	2	2	2	2
https://www.fbi.gov/privacy_policy	2	3	3	2	3	3	1	1	1	2
https://www.fcc.gov/privacy	2	3	3	2	3	3	2	2	1	2
https://www.fdic.gov/about/privacy/policy/	2	3	3	2	3	2	2	2	2	2
https://www.fec.gov/about/privacy-and-security-policy/	2	3	3	2	3	2	1	2	2	2
https://www.fema.gov/privacy-policy	2	3	3	2	3	3	1	2	2	2
https://www.ferc.gov/privacy.asp	2	3	3	2	3	2	2	2	1	2
https://www.opm.gov/information-management/privacy-policy/	2	2	2	2	3	2	1	2	1	2
https://www.ffiec.gov/privacy.htm	2	3	3	2	3	3	2	1	1	2
https://www.fhwa.dot.gov/privacy.cfm	2	3	3	2	3	3	2	2	1	2
http://www.freddiemac.com/terms/privacy.html	2	3	3	2	3	3	2	2	1	2
https://www.fhfa.gov/AboutUs/Policies/Pages/Website-Social-Media-Policies.aspx	2	3	3	2	3	3	1	2	1	2
http://www.fjc.gov/node/947711	2	3	3	2	3	3	1	1	1	2
https://www.flra.gov/privacy	2	3	3	2	3	2	2	2	2	2
https://www.fletc.gov/privacy-policy	2	2	3	2	3	3	2	1	1	2
https://www.fmc.gov/about-the-fmc/privacy-policy-and-security-notice/	2	3	3	2	3	3	1	1	1	2
https://www.fmcs.gov/privacy-policy/	2	3	3	2	3	3	1	2	1	2
https://www.fmshrc.gov/privacy-policy	2	3	3	2	3	3	2	2	1	2
https://www.fra.dot.gov/Page/P0164	2	3	3	2	3	3	2	2	2	2
https://www.federalreserve.gov/privacy.htm	2	2	3	2	3	2	2	2	1	2
https://www.frtib.gov/privacyPolicy.html	2	3	3	2	3	3	1	2	1	2
https://studentaid.ed.gov/sa/privacy	2	3	3	2	3	2	1	2	1	2
https://www.consumer.ftc.gov/Admongo/privacy.html	2	3	3	2	3	2	1	2	1	2
https://www.fvap.gov/info/about/purpose/privacy	2	3	3	2	3	2	1	1	1	2
https://www.usfa.fema.gov/notices/	2	2	3	2	2	2	1	2	1	2
https://www.public.navy.mil/usff/Pages/privacy.aspx	2	3	3	3	3	2	1	1	1	2
https://www.fsis.usda.gov/wps/portal/footer/policies-and-links/privacy-policy	2	3	3	2	3	2	1	1	1	2
https://www.gao.gov/privacy-policy/	2	3	3	2	3	3	1	2	1	2
https://www.oge.gov/web/oge.nsf/Resources/Privacy+and+Security?OpenDocument	2	3	3	2	3	3	1	2	1	2
https://www.gpo.gov/privacy	2	3	3	2	3	2	1	1	1	2
https://www.ushmm.org/copyright-and-legal-information/privacy-policy	2	2	3	2	3	3	2	2	1	2
https://www.ihs.gov/privacypolicy/	2	3	3	2	3	3	1	1	1	2
https://www.imls.gov/about-us/policy-notices/privacy-terms-use	2	3	3	2	3	3	1	1	1	2
https://www.usip.org/legal/privacy	2	3	3	2	3	3	1	2	1	2
https://www.iaf.gov/privacy-policy	2	3	3	2	3	3	2	1	1	2
https://www.usgs.gov/privacy-policies	2	3	3	2	3	3	1	1	1	2
https://www.usich.gov/privacy_and_terms_of_use/	2	3	3	2	3	3	2	2	1	2
https://www.irs.gov/privacy-disclosure/irs-privacy-policy	2	2	3	2	3	3	1	2	1	2
https://www.usitc.gov/privacy	2	3	3	2	3	3	2	2	2	2
https://www.jobcorps.gov/privacy	2	3	3	2	3	3	1	1	1	2
https://www.kennedy-center.org/pages/legal/privacy	2	3	3	2	3	3	1	2	2	2
https://www.inaugural.senate.gov/privacy/	2	3	3	3	3	3	1	1	1	2
https://www.jpeocbd.osd.mil/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.jpml.uscourts.gov/privacy-policy/	2	3	3	2	3	3	1	1	1	2
https://www.marines.mil/Privacy-Policy	2	3	3	3	3	3	1	1	2	2
https://www.mmc.gov/privacy-and-security-policy/	2	3	3	2	3	3	1	1	1	2
https://www.macpac.gov/privacy-policy/	2	3	3	2	3	3	1	2	1	2
https://www.mspb.gov/privacy/index.htm	2	3	3	2	3	3	2	2	2	2
https://www.mcc.gov/resources/website-privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.mbda.gov/page/privacy-policy	2	3	3	2	3	2	1	1	1	2
https://minorityhealth.hhs.gov/omh/Privacy.aspx	2	3	3	2	3	3	1	1	1	2
https://www.usmint.gov/policies/privacy-policy	2	2	3	2	3	2	1	2	1	2
https://www.mda.mil/privacy_office.html	2	3	3	2	3	2	1	2	1	2
https://www.udall.gov/AboutUs/PrivacyPolicy.aspx	2	3	3	2	3	3	1	1	1	2
https://www.nasa.gov/about/highlights/HP_Privacy.html	2	3	3	2	3	3	1	1	1	2
https://www.nass.usda.gov/About_NASS/Privacy/index.php	2	3	3	2	2	3	2	2	1	2
https://www.cancer.gov/policies/privacy-security	2	3	3	2	3	2	2	1	1	2
https://constitutioncenter.org/about/terms-of-use-and-privacy-policy#privacy	2	3	3	2	3	3	1	2	1	2
https://ncd.gov/privacy	2	3	3	2	3	3	1	2	1	2
https://www.ncua.gov/privacy	2	3	3	2	3	3	2	2	1	2
https://www.arts.gov/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://www.neh.gov/privacy-terms-of-use	2	3	3	2	3	3	1	1	1	2
https://www.nga.mil/About/Pages/Privacy.aspx	2	3	3	2	3	3	1	1	1	2
https://www.defense.gov/Legal-Administrative/Privacy-Security	2	3	3	2	3	3	1	1	1	2
https://health.gov/policy/privacy.asp	2	3	3	2	3	3	1	1	1	2
https://www.nhlbi.nih.gov/about/contact/website-privacy-and-accessibility	2	3	3	2	3	3	1	2	1	2
https://www.nhtsa.gov/about-nhtsa/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.nigc.gov/utility/nigc-website-privacy-policy	2	3	3	2	3	2	1	1	1	2
https://www.nimh.nih.gov/site-info/privacy-notice.shtml	2	3	3	2	3	2	2	1	2	2
https://www.nist.gov/privacy-policy#privpolicy	2	3	3	2	3	3	1	2	1	2
https://www.doi.gov/disclaimer	2	3	3	3	3	3	1	2	1	2
https://www.nlrb.gov/privacy	2	3	3	2	3	3	2	2	1	2
https://www.fisheries.noaa.gov/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://nmb.gov/NMB_Application/index.php/national-mediation-board-website-privacy-act-policy/	2	3	3	2	3	3	1	2	1	2
https://oceanservice.noaa.gov/privacy.html	2	3	3	2	3	2	1	1	1	2
https://www.noaa.gov/protecting-your-privacy	2	3	3	2	3	3	1	1	1	2
https://www.nationalparks.org/privacy-policy	2	2	3	2	3	3	1	2	1	2
https://www.nps.gov/aboutus/privacy.htm	2	3	3	2	3	2	1	2	1	2
https://www.cdc.gov/Other/privacy.html	2	3	3	2	3	3	2	2	1	2
https://www.nsf.gov/policies/privacy.jsp	2	3	3	2	3	3	2	1	1	2
https://www.nsa.gov/terms-of-use/#privacy	2	3	3	2	3	2	1	2	1	2
http://www.osec.doc.gov/opog/privacy/default.html	2	3	3	2	3	3	1	2	2	2
https://www.ntia.doc.gov/page/2011/ntia-privacy-policy	2	3	3	2	3	3	1	2	2	2
https://www.ntsb.gov/about/Policies/Pages/privacy.aspx	2	3	3	3	3	3	1	2	1	2
https://www.weather.gov/privacy	2	3	3	2	3	3	1	1	1	2
https://www.navy.mil/privacy.asp	2	3	3	2	3	3	1	1	2	2
https://www.nwcouncil.org/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://www.nrc.gov/site-help/privacy.html	2	3	3	2	3	2	1	1	2	2
https://www.nwtrb.gov/privacy-policy	2	3	3	2	2	3	1	2	1	2
https://www.ornl.gov/ornl/contact-us/Security--Privacy-Notice	2	3	3	2	3	1	2	2	1	2
https://www.oshrc.gov/privacy-policy/	2	3	3	2	3	2	1	2	1	2
https://www.sec.gov/privacy.htm	2	3	3	2	3	2	1	2	1	2
https://www.consumerfinance.gov/privacy/website-privacy-policy/	2	3	3	2	3	2	1	2	1	2
https://osc.gov/Privacy	2	3	3	2	3	3	1	2	1	2
https://www.osmre.gov/lrg/privacy.shtm	2	3	3	2	3	2	2	2	1	2
https://www.opic.gov/privacy	2	3	3	2	3	3	1	2	1	2
https://www.uspto.gov/privacy-policy	2	3	3	2	3	2	1	1	1	2
https://www.peacecorps.gov/about/open-government/website-policy/privacy-statement/	2	3	3	2	3	2	1	2	1	2
https://www.pbgc.gov/about/policies/pg/privacy-at-pbgc	2	3	3	2	3	3	2	2	2	2
https://www.pfpa.mil/Privacy-Act-Statement/	2	3	3	3	3	3	1	1	1	2
https://www.phmsa.dot.gov/about-phmsa/privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.uspis.gov/terms-of-service/#privacy-policy	2	3	3	2	3	3	1	2	1	2
https://www.prc.gov/privacy	2	3	3	2	3	2	1	1	1	2
https://about.usps.com/who-we-are/privacy-policy/privacy-policy-highlights.htm	2	3	3	2	3	3	2	1	1	2
https://www.presidio.gov/presidio-trust/about/Privacy-Policy	2	3	3	2	3	3	1	1	2	2
https://www.psa.gov/?q=node/627	2	3	3	2	3	3	1	1	1	2
https://www.pclob.gov/privacy/	2	3	3	2	3	3	1	2	1	2
https://www.rfa.org/about/info/privacy-policy.html	2	3	3	2	3	3	2	2	1	2
https://www.rrb.gov/Privacy	2	3	3	2	2	3	2	1	1	2
https://www.rma.usda.gov/en/Web-Site-Policies-and-Important-Links/Privacy-Policy	2	3	3	3	3	3	1	1	1	2
https://www.seaway.dot.gov/about/privacy-policy	2	3	3	2	3	2	2	2	2	2
https://www.secretservice.gov/privacy/	2	3	3	3	3	3	1	1	1	2
https://www.sss.gov/Privacy	2	3	3	2	3	3	1	1	1	2
https://www.ussc.gov/privacy-security-and-comment-policy	2	3	3	2	3	3	1	1	1	2
https://www.sba.gov/about-sba/open-government/about-sbagov-website/privacy-policy	2	3	3	2	3	3	2	1	1	2
https://www.si.edu/privacy	2	2	3	2	3	3	2	1	1	2
https://www.ssa.gov/privacy/	2	3	3	2	3	3	2	2	1	2
https://www.ssab.gov/Resources/Privacy-Policy	2	3	3	2	3	3	2	2	1	2
https://www.southcom.mil/Home/Privacy-Security/	2	3	3	2	3	2	2	1	2	2
https://www.swpa.gov/PrivacyNotice.aspx	2	3	3	2	3	3	1	2	2	2
https://www.socom.mil/privacy-policy	2	3	3	2	3	3	1	1	1	2
https://www.samhsa.gov/privacy	2	3	3	2	3	3	1	2	2	2
https://www.supremecourt.gov/policies/privacy_notice.aspx	2	3	3	2	3	3	1	2	1	2
https://www.stb.gov/stb/privacy.html	2	3	3	2	3	3	2	2	1	2
https://www.srbc.net/privacy.html	2	2	3	2	3	3	2	2	1	2
https://usun.usmission.gov/privacy/	2	3	3	2	3	1	1	1	2	2
https://www.ustranscom.mil/privacy.cfm	2	3	3	2	3	3	1	2	1	2
https://www.voanews.com/terms-use-and-privacy-notice	2	3	3	2	3	2	1	2	1	2
https://www.wapa.gov/pages/web-policies.aspx	2	2	3	2	3	3	2	2	1	2
https://www.fcc.gov/privacy	2	3	3	2	3	3	1	2	1	2
https://www.wilsoncenter.org/privacy-policy	2	3	3	2	3	2	1	1	1	2
https://www.tva.com/Information/TVA-Privacy-Policy	2	3	3	2	3	2	1	2	2	2
https://www.ustda.gov/privacy	2	3	3	2	3	3	2	2	1	2
https://ustr.gov/privacy-legal	2	3	3	2	3	3	1	1	1	2
https://www.tsa.gov/privacy-policy	2	3	3	2	3	2	1	2	1	2
